SERIAL	CLIENTE	EQUIPAMENTO	ORDEM DE SERVIÇO	FLUXO	GARANTIA	DT RECEBIMENTO
2100191003682985	PAG SEGURO	PX-2100	1802692024	CONTRATO	N	2024-05-21
5020241018247152	PAGPOP	Tricore-V	1802972024	CONTRATO	N	2024-05-21
5020181018094933	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
7100211067211467	PAGPOP	Mag-Scan 7	1802882024	CONTRATO	N	2024-05-21
2100221069626951	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
5020231042794155	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
3450201085703565	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	N	2024-05-21
1020181021341756	SECUREPOINT SOLUTIONS	EPOS-X	1801502024	VAREJO	N	2024-05-21
7100241069071622	STONE	Mag-Scan 7	1802932024	CONTRATO	N	2024-05-21
3450231058869221	REDECARD	Chipset-Verifier 3.0	1802912024	CONTRATO	S	2024-05-21
1020211083475633	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
7100231074488874	PAG SEGURO	Mag-Scan 7	1802992024	CONTRATO	N	2024-05-21
7100191009975313	STONE	Mag-Scan 7	1802932024	CONTRATO	N	2024-05-21
3450221046092739	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	N	2024-05-21
3450231022799425	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
7100181049074761	SUM UP	Mag-Scan 7	1802622024	CONTRATO	S	2024-05-21
2100181042083111	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
7100181015240779	SUM UP	Mag-Scan 7	1802622024	CONTRATO	N	2024-05-21
1020231088377537	SWIPEMASTER TECH	EPOS-X	1800942024	VAREJO	N	2024-05-21
2100201053780759	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
3450231023947312	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	S	2024-05-21
1020201016081082	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
2100201015476502	STONE	PX-2100	1802812024	CONTRATO	N	2024-05-21
2100241081810671	CIELO	PX-2100	1802562024	CONTRATO	S	2024-05-21
7100231012151721	PAGPOP	Mag-Scan 7	1802882024	CONTRATO	N	2024-05-21
2100221054276372	INFINITE PAY	PX-2100	1803002024	CONTRATO	N	2024-05-21
7100231068793707	SUM UP	Mag-Scan 7	1802622024	CONTRATO	N	2024-05-21
3450201020694025	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
5020221070299431	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
7100221079682404	GETNET	Mag-Scan 7	1802872024	CONTRATO	S	2024-05-21
2100181053601042	GETNET	PX-2100	1802802024	CONTRATO	S	2024-05-21
5020241048700921	CARDCONNECT SOLUTIONS	Tricore-V	1801352024	VAREJO	N	2024-05-21
3450211005774873	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
3450181069663128	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	N	2024-05-21
2100221062428997	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
5020231086082581	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
2100241088809160	MERCADO PAGO	PX-2100	1802952024	CONTRATO	N	2024-05-21
5020201038873021	SWIPETECH EXPERTS	Tricore-V	1800732024	VAREJO	N	2024-05-21
5020231059232035	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
1020221062583584	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
1020231041200727	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
5020221075364980	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
5020241003459298	STONE	Tricore-V	1802782024	CONTRATO	S	2024-05-21
1020191058923222	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
3450231078181360	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	S	2024-05-21
1020191031471809	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
7100231080311626	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
7100201034522968	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	S	2024-05-21
7100191021836000	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
3450211042438772	CARDHUB TECH	Chipset-Verifier 3.0	1800862024	VAREJO	N	2024-05-21
7100241014002385	STONE	Mag-Scan 7	1802932024	CONTRATO	N	2024-05-21
3450241034195829	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	N	2024-05-21
5020201020480096	PAG SEGURO	Tricore-V	1802752024	CONTRATO	N	2024-05-21
7100241009711116	SECUREPAY SOLUTIONS	Mag-Scan 7	1801562024	VAREJO	N	2024-05-21
2100201054761336	INFINITE PAY	PX-2100	1803002024	CONTRATO	S	2024-05-21
3450201031887730	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
3450241059196446	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	N	2024-05-21
7100191004431109	SUM UP	Mag-Scan 7	1802622024	CONTRATO	N	2024-05-21
7100201084040888	MERCADO PAGO	Mag-Scan 7	1802982024	CONTRATO	N	2024-05-21
5020231016440386	PAGPOP	Tricore-V	1802972024	CONTRATO	S	2024-05-21
2100211058349679	STONE	PX-2100	1802812024	CONTRATO	N	2024-05-21
5020201071679013	SWIPETECH EXPERTS	Tricore-V	1800732024	VAREJO	N	2024-05-21
3450221013131461	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
7100191075253631	PAGPOP	Mag-Scan 7	1802882024	CONTRATO	N	2024-05-21
2100191048315649	PAGPOP	PX-2100	1802732024	CONTRATO	N	2024-05-21
1020211005652270	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
5020191078967017	CIELO	Tricore-V	1802572024	CONTRATO	N	2024-05-21
3450181073978225	PAG SEGURO	Chipset-Verifier 3.0	1802722024	CONTRATO	S	2024-05-21
7100211008993018	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
2100211004173544	PAG SEGURO	PX-2100	1802692024	CONTRATO	N	2024-05-21
3450231043516377	PAG SEGURO	Chipset-Verifier 3.0	1802722024	CONTRATO	N	2024-05-21
5020181052589476	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
1020201022051168	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
7100241057197630	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
1020231063907442	PAGPOP	EPOS-X	1802592024	CONTRATO	N	2024-05-21
7100201071729635	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
2100191048232716	CARDCONNECT SOLUTIONS	PX-2100	1801542024	VAREJO	N	2024-05-21
7100211009427411	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	N	2024-05-21
3450211084763240	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
2100201027930322	PAG SEGURO	PX-2100	1802692024	CONTRATO	S	2024-05-21
1020191006661723	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
3450211070804513	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
1020181051745933	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
3450241075344154	CARDEASE TECH	Chipset-Verifier 3.0	1801392024	VAREJO	S	2024-05-21
3450191016822149	CIELO	Chipset-Verifier 3.0	1802632024	CONTRATO	N	2024-05-21
1020191024226232	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
3450201056522269	REDECARD	Chipset-Verifier 3.0	1802912024	CONTRATO	N	2024-05-21
1020191028961043	PAG SEGURO	EPOS-X	1802702024	CONTRATO	N	2024-05-21
7100231073472974	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
1020211052936819	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
5020241079786019	REDECARD	Tricore-V	1802672024	CONTRATO	N	2024-05-21
3450181080274570	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	S	2024-05-21
1020231033864544	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
5020241006033314	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
3450201043425604	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	S	2024-05-21
5020211042946126	POINTTECH SOLUTIONS	Tricore-V	1801532024	VAREJO	N	2024-05-21
2100231003751239	INFINITE PAY	PX-2100	1803002024	CONTRATO	N	2024-05-21
5020231040226969	PAGPOP	Tricore-V	1802972024	CONTRATO	N	2024-05-21
1020191014786551	REDECARD	EPOS-X	1802842024	CONTRATO	S	2024-05-21
3450241033930783	PAG SEGURO	Chipset-Verifier 3.0	1802722024	CONTRATO	N	2024-05-21
5020221044062830	SUM UP	Tricore-V	1802862024	CONTRATO	S	2024-05-21
3450221034706819	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
3450241086461937	PAGPOP	Chipset-Verifier 3.0	1802772024	CONTRATO	N	2024-05-21
3450191061440705	POINTPRO TECH	Chipset-Verifier 3.0	1801302024	VAREJO	S	2024-05-21
2100181032533603	CARTÃOFÁCIL SOLUTIONS	PX-2100	1801372024	VAREJO	N	2024-05-21
1020231002823556	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
7100231000045365	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	N	2024-05-21
1020241021506626	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
5020211044546943	STONE	Tricore-V	1802782024	CONTRATO	S	2024-05-21
1020201026349969	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
7100211040346267	CARTÃOMASTER TECH	Mag-Scan 7	1801592024	VAREJO	S	2024-05-21
3450201024893484	REDECARD	Chipset-Verifier 3.0	1802912024	CONTRATO	N	2024-05-21
2100221056912290	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
5020201045778176	PAG SEGURO	Tricore-V	1802752024	CONTRATO	N	2024-05-21
3450211071659318	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	S	2024-05-21
7100201019141215	REDECARD	Mag-Scan 7	1802892024	CONTRATO	S	2024-05-21
2100201003679418	PAGPOP	PX-2100	1802732024	CONTRATO	N	2024-05-21
7100231013186534	SUM UP	Mag-Scan 7	1802622024	CONTRATO	N	2024-05-21
1020231026796163	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
2100181084492389	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
1020201073790644	CARDCONNECT SOLUTIONS	EPOS-X	1800712024	VAREJO	N	2024-05-21
5020211073801535	STONE	Tricore-V	1802782024	CONTRATO	N	2024-05-21
2100241056861993	SECUREPOINT SOLUTIONS	PX-2100	1800982024	VAREJO	N	2024-05-21
7100241026074764	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
7100191044723315	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
5020191038788483	SWIPETECH EXPERTS	Tricore-V	1800732024	VAREJO	N	2024-05-21
7100191060507923	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
1020231085104049	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
1020181029373449	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
2100231088851194	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
1020221064742016	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
2100201062133773	STONE	PX-2100	1802812024	CONTRATO	N	2024-05-21
1020201040281424	PAGPOP	EPOS-X	1802592024	CONTRATO	N	2024-05-21
3450191010395542	PAGPOP	Chipset-Verifier 3.0	1802772024	CONTRATO	N	2024-05-21
7100231082671318	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
2100241022167293	SECUREPAY SOLUTIONS	PX-2100	1801652024	VAREJO	N	2024-05-21
5020191088237219	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
1020181019218194	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
5020241088880524	PAGPOP	Tricore-V	1802972024	CONTRATO	S	2024-05-21
5020211024799275	CIELO	Tricore-V	1802572024	CONTRATO	N	2024-05-21
1020181023768340	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
1020231030588933	PAYMASTER TECH	EPOS-X	1800782024	VAREJO	N	2024-05-21
2100221089186541	PAGPOP	PX-2100	1802732024	CONTRATO	S	2024-05-21
2100201067825311	INFINITE PAY	PX-2100	1803002024	CONTRATO	N	2024-05-21
5020191049337668	REDECARD	Tricore-V	1802672024	CONTRATO	N	2024-05-21
2100201001813505	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
1020221055505728	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
1020221007682389	REDECARD	EPOS-X	1802842024	CONTRATO	N	2024-05-21
1020241021565010	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
2100181026469154	PAG SEGURO	PX-2100	1802692024	CONTRATO	N	2024-05-21
3450181033377229	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
7100221069531146	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	N	2024-05-21
5020221020759501	REDECARD	Tricore-V	1802672024	CONTRATO	S	2024-05-21
1020201072865782	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
3450231021434126	CARDEASE TECH	Chipset-Verifier 3.0	1801392024	VAREJO	S	2024-05-21
1020221054236772	SECUREPOINT SOLUTIONS	EPOS-X	1801502024	VAREJO	N	2024-05-21
5020191018368610	SWIFTPAY SOLUTIONS	Tricore-V	1801042024	VAREJO	N	2024-05-21
3450241068820304	CIELO	Chipset-Verifier 3.0	1802632024	CONTRATO	S	2024-05-21
3450211015143569	REDECARD	Chipset-Verifier 3.0	1802912024	CONTRATO	N	2024-05-21
5020241003110244	GETNET	Tricore-V	1802582024	CONTRATO	S	2024-05-21
2100181033842947	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
3450211088994987	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	S	2024-05-21
7100181050852104	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
5020191089462101	GETNET	Tricore-V	1802582024	CONTRATO	N	2024-05-21
3450201023490541	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	S	2024-05-21
5020191033726104	GETNET	Tricore-V	1802582024	CONTRATO	S	2024-05-21
3450241072366465	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
1020201046421916	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
1020191058475463	PAG SEGURO	EPOS-X	1802702024	CONTRATO	N	2024-05-21
7100201052622177	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	N	2024-05-21
5020231037389799	REDECARD	Tricore-V	1802672024	CONTRATO	N	2024-05-21
3450181063548994	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	N	2024-05-21
5020211055867448	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
7100181008553846	PAGPOP	Mag-Scan 7	1802882024	CONTRATO	S	2024-05-21
3450191013289494	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	N	2024-05-21
7100201003876549	MERCADO PAGO	Mag-Scan 7	1802982024	CONTRATO	N	2024-05-21
5020181010179468	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
1020181077965495	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
2100191078399310	INFINITE PAY	PX-2100	1803002024	CONTRATO	S	2024-05-21
1020181059316307	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
1020231041800707	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
1020191069791539	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
1020191030733945	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
5020211069114609	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
5020241073958000	STONE	Tricore-V	1802782024	CONTRATO	N	2024-05-21
5020181078406019	INFINITE PAY	Tricore-V	1802942024	CONTRATO	N	2024-05-21
1020191007589524	REDECARD	EPOS-X	1802842024	CONTRATO	S	2024-05-21
1020221070828875	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
3450201051891857	PAGPOP	Chipset-Verifier 3.0	1802772024	CONTRATO	N	2024-05-21
7100191066607841	GETNET	Mag-Scan 7	1802872024	CONTRATO	N	2024-05-21
2100241034928765	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
7100211055367227	PAG SEGURO	Mag-Scan 7	1802992024	CONTRATO	N	2024-05-21
7100211020495542	STONE	Mag-Scan 7	1802932024	CONTRATO	N	2024-05-21
1020201012607672	POINTPRO TECH	EPOS-X	1801002024	VAREJO	N	2024-05-21
7100191035854270	MERCADO PAGO	Mag-Scan 7	1802982024	CONTRATO	S	2024-05-21
2100181081155774	STONE	PX-2100	1802812024	CONTRATO	N	2024-05-21
2100231052801072	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
3450181084698274	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	S	2024-05-21
1020221041046722	REDECARD	EPOS-X	1802842024	CONTRATO	N	2024-05-21
3450241041018039	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	N	2024-05-21
2100241033775683	REDECARD	PX-2100	1802832024	CONTRATO	N	2024-05-21
1020181019333139	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
1020181053713047	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	S	2024-05-21
5020181027360827	CARDTECH SOLUTIONS	Tricore-V	1800672024	VAREJO	S	2024-05-21
2100211079414764	INFINITE PAY	PX-2100	1803002024	CONTRATO	N	2024-05-21
5020221063138307	PAGPOP	Tricore-V	1802972024	CONTRATO	S	2024-05-21
1020241048764925	CIELO	EPOS-X	1802762024	CONTRATO	S	2024-05-21
1020211001177627	PAGPOP	EPOS-X	1802592024	CONTRATO	N	2024-05-21
7100241052756309	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
3450241045078779	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
7100231070377365	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
2100241026190498	SUM UP	PX-2100	1802662024	CONTRATO	N	2024-05-21
5020231082519702	STONE	Tricore-V	1802782024	CONTRATO	N	2024-05-21
1020181005579170	REDECARD	EPOS-X	1802842024	CONTRATO	N	2024-05-21
5020211042047749	REDECARD	Tricore-V	1802672024	CONTRATO	N	2024-05-21
5020201049832549	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
1020221086675610	INFINITE PAY	EPOS-X	1802962024	CONTRATO	S	2024-05-21
3450181088155031	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
3450231050926479	CIELO	Chipset-Verifier 3.0	1802632024	CONTRATO	N	2024-05-21
1020241051716944	PAYMASTER TECH	EPOS-X	1800782024	VAREJO	N	2024-05-21
7100231014557061	PAGPOP	Mag-Scan 7	1802882024	CONTRATO	N	2024-05-21
3450241055670956	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	N	2024-05-21
5020231043489191	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
5020241004259041	STONE	Tricore-V	1802782024	CONTRATO	N	2024-05-21
7100221039834060	STONE	Mag-Scan 7	1802932024	CONTRATO	S	2024-05-21
3450231008556121	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	S	2024-05-21
5020231062359314	PAGPOP	Tricore-V	1802972024	CONTRATO	N	2024-05-21
1020231081930157	CIELO	EPOS-X	1802762024	CONTRATO	N	2024-05-21
3450181004791269	CIELO	Chipset-Verifier 3.0	1802632024	CONTRATO	N	2024-05-21
2100221053450685	STONE	PX-2100	1802812024	CONTRATO	S	2024-05-21
3450221077384823	INFINITE PAY	Chipset-Verifier 3.0	1802852024	CONTRATO	N	2024-05-21
2100191089004020	INFINITE PAY	PX-2100	1803002024	CONTRATO	N	2024-05-21
1020241044764890	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
7100241073443289	PAG SEGURO	Mag-Scan 7	1802992024	CONTRATO	N	2024-05-21
2100231050247972	SUM UP	PX-2100	1802662024	CONTRATO	N	2024-05-21
5020221019822668	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
1020181001923969	GETNET	EPOS-X	1802902024	CONTRATO	N	2024-05-21
2100191061350859	PAG SEGURO	PX-2100	1802692024	CONTRATO	N	2024-05-21
1020211045608706	MERCADO PAGO	EPOS-X	1802602024	CONTRATO	N	2024-05-21
5020201034427088	PAG SEGURO	Tricore-V	1802752024	CONTRATO	N	2024-05-21
7100201069382407	POINTPRO TECH	Mag-Scan 7	1801032024	VAREJO	N	2024-05-21
3450191029941266	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	S	2024-05-21
7100211026023299	PAG SEGURO	Mag-Scan 7	1802992024	CONTRATO	N	2024-05-21
2100201054763844	SWIFTPAY SOLUTIONS	PX-2100	1800442024	VAREJO	S	2024-05-21
1020221073515317	SUM UP	EPOS-X	1802792024	CONTRATO	S	2024-05-21
2100201026900649	STONE	PX-2100	1802812024	CONTRATO	N	2024-05-21
1020241084215848	STONE	EPOS-X	1802642024	CONTRATO	N	2024-05-21
3450181073855183	EASYPAY SOLUTIONS	Chipset-Verifier 3.0	1800722024	VAREJO	N	2024-05-21
5020181065413179	STONE	Tricore-V	1802782024	CONTRATO	S	2024-05-21
5020211067348856	REDECARD	Tricore-V	1802672024	CONTRATO	S	2024-05-21
5020231021865324	SECURESWIPE SOLUTIONS	Tricore-V	1801222024	VAREJO	N	2024-05-21
7100231004237303	EASYSWIPE SOLUTIONS	Mag-Scan 7	1800662024	VAREJO	S	2024-05-21
5020221070156843	PAGPOP	Tricore-V	1802972024	CONTRATO	N	2024-05-21
7100231017827211	STONE	Mag-Scan 7	1802932024	CONTRATO	N	2024-05-21
1020211010724816	PAGPOP	EPOS-X	1802592024	CONTRATO	N	2024-05-21
1020231078348947	PAG SEGURO	EPOS-X	1802702024	CONTRATO	N	2024-05-21
7100241071928248	INFINITE PAY	Mag-Scan 7	1802922024	CONTRATO	N	2024-05-21
3450221014317412	STONE	Chipset-Verifier 3.0	1802682024	CONTRATO	N	2024-05-21
3450191020813315	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
7100191045009367	REDECARD	Mag-Scan 7	1802892024	CONTRATO	N	2024-05-21
3450201017072266	SUM UP	Chipset-Verifier 3.0	1802822024	CONTRATO	N	2024-05-21
7100181020211512	MERCADO PAGO	Mag-Scan 7	1802982024	CONTRATO	N	2024-05-21
3450241089758569	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
2100181044609983	CIELO	PX-2100	1802562024	CONTRATO	N	2024-05-21
2100181051214363	GETNET	PX-2100	1802802024	CONTRATO	N	2024-05-21
7100191050597054	POINTTECH SOLUTIONS	Mag-Scan 7	1801102024	VAREJO	N	2024-05-21
2100191027240525	SUM UP	PX-2100	1802662024	CONTRATO	N	2024-05-21
7100191050086987	CIELO	Mag-Scan 7	1802612024	CONTRATO	N	2024-05-21
2100191037356131	PAGPOP	PX-2100	1802732024	CONTRATO	N	2024-05-21
2100231050087082	REDECARD	PX-2100	1802832024	CONTRATO	N	2024-05-21
5020201081723828	PAG SEGURO	Tricore-V	1802752024	CONTRATO	N	2024-05-21
5020201019307826	EASYPAY SOLUTIONS	Tricore-V	1801632024	VAREJO	N	2024-05-21
5020241027608708	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
1020241077772652	INFINITE PAY	EPOS-X	1802962024	CONTRATO	N	2024-05-21
2100211048464149	MERCADO PAGO	PX-2100	1802952024	CONTRATO	N	2024-05-21
1020221019041204	PAG SEGURO	EPOS-X	1802702024	CONTRATO	N	2024-05-21
2100201010790714	SUM UP	PX-2100	1802662024	CONTRATO	N	2024-05-21
1020221067079882	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
3450191031755843	REDECARD	Chipset-Verifier 3.0	1802912024	CONTRATO	N	2024-05-21
3450241065570863	GETNET	Chipset-Verifier 3.0	1802652024	CONTRATO	N	2024-05-21
5020201030728567	PAGPOP	Tricore-V	1802972024	CONTRATO	N	2024-05-21
5020241066964577	SUM UP	Tricore-V	1802862024	CONTRATO	S	2024-05-21
3450191012183757	MERCADO PAGO	Chipset-Verifier 3.0	1802712024	CONTRATO	N	2024-05-21
1020221079120324	SUM UP	EPOS-X	1802792024	CONTRATO	N	2024-05-21
5020211060608982	PAG SEGURO	Tricore-V	1802752024	CONTRATO	N	2024-05-21
5020191025101960	REDECARD	Tricore-V	1802672024	CONTRATO	S	2024-05-21
5020241022178005	MERCADO PAGO	Tricore-V	1802742024	CONTRATO	N	2024-05-21
1020211051790444	REDECARD	EPOS-X	1802842024	CONTRATO	S	2024-05-21
5020181072440233	SUM UP	Tricore-V	1802862024	CONTRATO	N	2024-05-21
